idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
23.0000000000	27.0000000000	9.6410638149	-0.0092052824	0.1109321801	0.0006856547	0.0004662960	-0.0022262394	0.9999971781
23.0000000000	33.0000000000	22.8785745750	0.0409898267	0.2759817004	-0.0005949237	0.0012343066	0.0000891473	0.9999990573
24.0000000000	30.0000000000	14.4606089198	0.0474080288	0.2497079769	0.0007454644	-0.0017086296	0.0010965707	0.9999976612
24.0000000000	34.0000000000	22.8515770999	0.1247834714	0.3881074112	-0.0024407382	-0.0009150235	0.0014269933	0.9999955846
25.0000000000	32.0000000000	15.6549494046	0.1174887597	0.2280363820	0.0006184991	0.0005892578	0.0034096712	0.9999938222
25.0000000000	35.0000000000	22.8055725210	0.2142159007	0.3202415897	-0.0037811377	0.0014517660	0.0017087501	0.9999903377
26.0000000000	32.0000000000	13.2489057565	0.1217273649	0.1895262291	0.0005176512	0.0009083356	0.0038751609	0.9999919450
26.0000000000	37.0000000000	25.1045727099	0.2352414318	0.3513824815	-0.0021010128	0.0000416640	-0.0030861112	0.9999930299
27.0000000000	32.0000000000	10.8443303302	0.0780290830	0.1505032125	0.0004964879	0.0012551990	0.0025112378	0.9999959358
27.0000000000	37.0000000000	22.7003740947	0.1592101095	0.3041173501	-0.0021257742	0.0003919339	-0.0044490983	0.9999877664
28.0000000000	33.0000000000	10.8233973759	0.0689123479	0.1626543635	-0.0013171109	-0.0001725948	0.0010988180	0.9999985140
28.0000000000	38.0000000000	21.4596918262	0.0853390031	0.3321738550	-0.0018289195	0.0003553357	-0.0072845734	0.9999717315
29.0000000000	34.0000000000	12.0042241078	0.0815568247	0.1780342319	-0.0025532624	0.0002733258	0.0007389404	0.9999964300
29.0000000000	219.0000000000	2.1133748934	15.5463129017	-0.4278436274	-0.0182744728	0.0189164673	0.9996501609	0.0027868950
30.0000000000	34.0000000000	8.3915483118	0.0591589581	0.1096240768	-0.0031847577	0.0007973420	0.0003352769	0.9999945546
30.0000000000	216.0000000000	10.2843683807	15.5576452455	-0.2469521987	-0.0168539942	0.0199723894	0.9996580068	-0.0009570988
31.0000000000	37.0000000000	13.0574270228	0.0356226844	0.2221520098	-0.0028522679	-0.0013996670	-0.0066705577	0.9999727042
31.0000000000	216.0000000000	7.8897084322	15.5426168326	-0.2655542017	-0.0182438937	0.0203763782	0.9996257732	-0.0005264851
32.0000000000	37.0000000000	11.8558754468	0.0218022606	0.1833211271	-0.0026156806	-0.0008601203	-0.0069631489	0.9999719661
32.0000000000	216.0000000000	6.6967453790	15.5320561998	-0.2913767839	-0.0177011207	0.0201409564	0.9996404128	-0.0002393486
33.0000000000	39.0000000000	12.9700957173	-0.0431322238	0.2002235002	-0.0005222578	-0.0015810126	-0.0121634025	0.9999246368
33.0000000000	216.0000000000	4.2975689723	15.5154840874	-0.2730521790	-0.0172216193	0.0183570924	0.9996830795	-0.0004164747
34.0000000000	216.0000000000	1.9037018040	15.4991668258	-0.2548291686	-0.0176473174	0.0167950268	0.9997030530	-0.0005523298
34.0000000000	217.0000000000	-2.5038538650	15.4790736902	-0.3580430164	-0.0194676462	0.0167056731	0.9996692277	0.0018347951
35.0000000000	215.0000000000	5.3755315937	15.5628134584	-0.1253829616	-0.0148218802	0.0159528880	0.9997438634	-0.0061664205
35.0000000000	216.0000000000	-0.5064478589	15.4851932072	-0.2566357044	-0.0186124223	0.0157166783	0.9997015311	-0.0018472966
36.0000000000	215.0000000000	2.9362351308	15.5787971647	-0.2550774965	-0.0118141150	0.0177260982	0.9997340301	-0.0088363587
36.0000000000	216.0000000000	-2.9459512491	15.4702340814	-0.3502392956	-0.0156120432	0.0174931016	0.9997148566	-0.0045233893
37.0000000000	354.0000000000	-28.3136514367	-0.4196931321	-0.3900035902	0.0031232405	0.0019382364	0.0074598347	0.9999654191
37.0000000000	355.0000000000	-24.4864450140	-0.3395542132	-0.3417671445	0.0021118083	0.0007971443	0.0089165476	0.9999576991
38.0000000000	215.0000000000	-0.7171157164	15.5739638795	-0.3087174776	-0.0141164708	0.0179586619	0.9996533834	-0.0130891089
38.0000000000	354.0000000000	-29.4844969452	-0.5181177443	-0.4667855314	0.0027946757	0.0010384623	0.0090795176	0.9999543358
