idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
18.0000000000	23.0000000000	7.4194043214	0.0410273947	0.0399915076	0.0002590992	0.0044147315	0.0019049542	0.9999884070
18.0000000000	30.0000000000	18.2099914754	0.1680810826	0.0733979376	-0.0012529601	0.0065666522	0.0032881820	0.9999722481
19.0000000000	23.0000000000	5.3261757918	0.0297787831	0.0383601310	-0.0003521036	0.0026790333	0.0014987606	0.9999952262
19.0000000000	30.0000000000	16.1166756149	0.1481768156	0.1090966438	-0.0018656830	0.0048324322	0.0028780537	0.9999824417
20.0000000000	23.0000000000	4.2719003112	0.0222929907	0.0448913669	-0.0003243075	0.0008937359	0.0010599848	0.9999989862
20.0000000000	31.0000000000	17.2139625853	0.1475957067	0.1767145476	-0.0018164789	0.0020915145	0.0020055856	0.9999941518
21.0000000000	25.0000000000	6.4484960807	0.0406625334	0.0794727960	-0.0000805139	0.0024532169	0.0021317210	0.9999947155
21.0000000000	32.0000000000	17.2234826541	0.1470542202	0.2122809040	-0.0024334351	-0.0003470540	0.0017519063	0.9999954444
22.0000000000	26.0000000000	5.3995121381	0.0381221282	0.0619537534	-0.0002991562	0.0028629521	0.0017252595	0.9999943687
22.0000000000	32.0000000000	15.0890433078	0.1253549042	0.1782306903	-0.0023419645	-0.0001038493	0.0012560208	0.9999964634
23.0000000000	29.0000000000	9.7153629818	0.0762824644	0.1164598550	-0.0025449968	0.0014388453	0.0012205737	0.9999949814
23.0000000000	34.0000000000	17.2538839045	0.1184679830	0.2254576193	-0.0003308077	-0.0033552214	0.0002669280	0.9999942809
24.0000000000	30.0000000000	8.6199174877	0.0636912437	0.1291131753	-0.0018040816	0.0005701626	0.0007129216	0.9999979560
24.0000000000	34.0000000000	15.0832338225	0.0877060549	0.2464391118	-0.0006227252	-0.0049413597	-0.0003926854	0.9999875204
25.0000000000	31.0000000000	9.6975915706	0.0559646765	0.1718739269	-0.0018997622	-0.0016304942	-0.0002458432	0.9999968360
25.0000000000	35.0000000000	16.1804836982	0.0649145058	0.3140932204	0.0010703973	-0.0023478021	-0.0011115366	0.9999960533
26.0000000000	32.0000000000	9.6889496930	0.0537173819	0.1717953891	-0.0020465707	-0.0029631251	-0.0004759753	0.9999934024
26.0000000000	36.0000000000	16.1808076637	0.0543927422	0.3196809987	0.0023740205	0.0004677781	-0.0010234530	0.9999965489
27.0000000000	33.0000000000	9.7018472640	0.0374583540	0.1107124584	0.0013737617	-0.0019209975	-0.0007435707	0.9999969348
27.0000000000	38.0000000000	17.2926565939	0.0283126218	0.1997193845	0.0073963995	0.0018314219	-0.0014721211	0.9999698856
28.0000000000	33.0000000000	8.6314346236	0.0285049110	0.0972879799	0.0019614442	-0.0017137088	-0.0009278743	0.9999961775
28.0000000000	39.0000000000	18.3858502884	0.0189048848	0.2110608782	0.0066705567	-0.0017238479	-0.0017112880	0.9999748014
29.0000000000	35.0000000000	9.7098596769	0.0212064839	0.1721914539	0.0040222743	-0.0009552049	-0.0011469445	0.9999907967
29.0000000000	41.0000000000	19.4805775200	0.0337743160	0.3250353844	0.0028067069	-0.0016060161	-0.0021767704	0.9999924024
30.0000000000	35.0000000000	8.6347361623	0.0117906780	0.1692078665	0.0029913497	-0.0016717205	-0.0013018216	0.9999932812
30.0000000000	40.0000000000	16.2207205902	0.0116799228	0.2930993297	0.0039513027	-0.0052199757	-0.0018412411	0.9999768742
31.0000000000	36.0000000000	7.5693488428	0.0095433165	0.1348623324	0.0039603161	0.0022686856	-0.0006914102	0.9999893454
31.0000000000	42.0000000000	18.4349120522	0.0299645822	0.3048390474	0.0024701379	-0.0004716627	-0.0019132790	0.9999950076
32.0000000000	36.0000000000	6.4926159636	0.0063297518	0.1094257882	0.0044173115	0.0034341137	-0.0005535486	0.9999841938
32.0000000000	42.0000000000	17.3585432742	0.0296839447	0.2541149289	0.0029261026	0.0006941230	-0.0017749365	0.9999939028
33.0000000000	36.0000000000	4.3414211519	0.0020364646	0.0468775269	0.0032481452	0.0060646521	-0.0003427306	0.9999762758
33.0000000000	42.0000000000	15.2079434808	0.0305823870	0.1343469719	0.0017543391	0.0033229355	-0.0015569916	0.9999917281
34.0000000000	40.0000000000	9.7587605804	0.0193485885	0.0607678407	0.0027689021	0.0002925681	-0.0007419942	0.9999958485
34.0000000000	44.0000000000	17.3949806696	0.0379526610	0.1101930183	0.0032358241	0.0068429782	-0.0006336664	0.9999711504
35.0000000000	41.0000000000	9.7709305201	0.0361319425	0.1339847209	-0.0012158005	-0.0006563406	-0.0010260353	0.9999985191
35.0000000000	45.0000000000	17.3851078282	0.0522414612	0.2356439267	0.0014006769	0.0007702875	0.0001192605	0.9999987153
36.0000000000	42.0000000000	10.8646464398	0.0369871616	0.2190488674	-0.0014855182	-0.0027462016	-0.0012143795	0.9999943884
36.0000000000	46.0000000000	18.4444154187	0.0607642693	0.3598710142	-0.0006572949	-0.0023114960	0.0006210895	0.9999969196
37.0000000000	42.0000000000	8.6931450381	0.0433292326	0.1706931358	-0.0034566879	-0.0020476225	-0.0007671163	0.9999916350
37.0000000000	47.0000000000	18.4353973153	0.0915571737	0.3308539698	-0.0034390363	0.0024396820	0.0013622796	0.9999901825
38.0000000000	44.0000000000	10.8861095983	0.0446312927	0.1757007683	-0.0023330894	0.0023240568	-0.0002245803	0.9999945525
38.0000000000	47.0000000000	17.3587495483	0.0880176476	0.2600548206	-0.0042393835	0.0040479918	0.0013006855	0.9999819746
39.0000000000	45.0000000000	10.8867824000	0.0459457345	0.0892330685	-0.0010522486	0.0038581817	0.0003726686	0.9999919341
39.0000000000	49.0000000000	18.3706772414	0.1069639294	0.1172109117	-0.0035510135	0.0070608611	0.0024204047	0.9999658375
40.0000000000	46.0000000000	11.9467454843	0.0589476333	0.0787227215	-0.0006273670	0.0042223383	0.0013202641	0.9999900175
40.0000000000	49.0000000000	17.2833578248	0.1074445079	0.0887989347	-0.0020617348	0.0075187117	0.0026976295	0.9999659699
41.0000000000	46.0000000000	9.7614154942	0.0499484493	0.1153826722	0.0015495247	0.0013284985	0.0018183067	0.9999962639
41.0000000000	50.0000000000	17.1723247776	0.1255865952	0.1748010633	0.0008454738	0.0048226546	0.0037539878	0.9999809672
42.0000000000	47.0000000000	9.7427383942	0.0622067983	0.1206441577	0.0000185646	0.0044799170	0.0021448521	0.9999876647
42.0000000000	51.0000000000	17.0049683708	0.1433299812	0.1891834755	0.0009394627	0.0060543029	0.0042488724	0.9999722046
43.0000000000	49.0000000000	10.7364320297	0.0842432874	0.1591752028	-0.0019137019	0.0019367588	0.0028996460	0.9999920894
43.0000000000	53.0000000000	19.4838754943	0.2122265302	0.2744751949	0.0010657250	0.0045113291	0.0102304711	0.9999369228
44.0000000000	49.0000000000	9.6459217813	0.0755617682	0.1613611586	-0.0025407652	0.0009691662	0.0025902841	0.9999929478
44.0000000000	53.0000000000	18.3932033079	0.1983364865	0.2934778142	0.0004323710	0.0035474561	0.0099224036	0.9999443857
45.0000000000	49.0000000000	7.4835038631	0.0553189636	0.0858512344	-0.0025054795	0.0032015310	0.0020414585	0.9999896526
45.0000000000	53.0000000000	16.2314229695	0.1683867139	0.1789422170	0.0004854344	0.0057778460	0.0093670264	0.9999393180
46.0000000000	51.0000000000	9.4248507130	0.0670865313	0.0979215607	0.0001160118	0.0056231273	0.0024104470	0.9999812782
46.0000000000	55.0000000000	17.3889331696	0.2409071839	0.1706548501	-0.0004127242	0.0081987083	0.0145800850	0.9998600062
47.0000000000	52.0000000000	10.1195115630	0.0811605813	0.1883131493	0.0022468931	0.0020887101	0.0053515727	0.9999809745
47.0000000000	56.0000000000	17.4103015373	0.3144618310	0.3086540409	-0.0021419332	0.0022119540	0.0181848890	0.9998299001
48.0000000000	52.0000000000	9.0543386118	0.0664304421	0.1769025124	0.0026234363	0.0015740471	0.0048554542	0.9999835321
48.0000000000	56.0000000000	16.3452243434	0.2923720145	0.3048727855	-0.0017719459	0.0016946984	0.0176866378	0.9998405728
49.0000000000	54.0000000000	10.4462086281	0.1215009684	0.1734260372	0.0020290902	0.0036268172	0.0103874045	0.9999374135
49.0000000000	58.0000000000	16.7338989151	0.3947360075	0.2794137532	-0.0059153869	-0.0004429446	0.0196302967	0.9997897096
50.0000000000	55.0000000000	9.9777605469	0.1533259506	0.1617914604	0.0002522358	0.0046912764	0.0126551789	0.9999088832
