idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
0.0000000000	1.0000000000	1.0785410000	0.1328310000	0.0113310000	0.0003996041	-0.0023332776	0.0549180276	0.9984880602
0.0000000000	4.0000000000	4.0899800000	1.8104440000	0.0704240000	-0.0120633499	-0.0050102768	0.3347588232	0.9422133002
0.0000000000	10.0000000000	5.5839250000	8.5770700000	0.0408970000	-0.0058104363	-0.0001264565	0.7235687963	0.6902278029
1.0000000000	3.0000000000	2.1555803742	0.6495438467	0.0237065135	-0.0115099450	-0.0033350512	0.1690119133	0.9855411568
1.0000000000	6.0000000000	4.4369052699	2.9417903703	0.0398652227	-0.0055795368	0.0029870501	0.4699116419	0.8826907698
1.0000000000	10.0000000000	5.4043631447	7.8992011447	-0.0001320883	-0.0043961208	0.0020927193	0.6845825588	0.7289190729
2.0000000000	3.0000000000	1.0938416340	0.2483427686	-0.0010344262	-0.0047538277	-0.0005736737	0.0889107690	0.9960280855
2.0000000000	7.0000000000	4.4634148158	3.4194615762	0.0373726447	0.0021898034	0.0072432136	0.5016249341	0.8650521176
2.0000000000	14.0000000000	6.2834137508	11.5143723547	0.0809713231	0.0008719943	0.0034815885	0.6429917554	0.7658646882
3.0000000000	7.0000000000	3.8779754775	2.5236857844	0.0614142356	0.0072251282	0.0051313508	0.4227531615	0.9062015400
3.0000000000	12.0000000000	6.2545700934	7.8378686330	0.1376421881	0.0056001465	-0.0025090246	0.5708226575	0.8210504472
3.0000000000	15.0000000000	7.5480382920	11.4077578717	0.1966654344	0.0037488111	-0.0010660100	0.5708899224	0.8210173607
4.0000000000	8.0000000000	3.9737581393	2.4167767474	0.0484948119	0.0058945171	0.0029752344	0.3814559754	0.9243634250
4.0000000000	11.0000000000	6.0390040186	5.2025631343	0.0887672936	0.0067660600	-0.0037678063	0.4640157648	0.8857930876
4.0000000000	16.0000000000	9.5178535399	10.4899242118	0.1848708238	0.0026456939	-0.0007524269	0.4700702188	0.8826247354
5.0000000000	9.0000000000	4.5420318392	2.5997301919	0.0168095963	0.0024034305	0.0015025898	0.3514897384	0.9361874436
5.0000000000	13.0000000000	7.6067792585	5.8026381069	0.0497529094	0.0015340634	0.0005331228	0.3981376410	0.9173242509
5.0000000000	15.0000000000	9.3722009817	7.6979568076	0.0678133233	-0.0000543407	0.0013110426	0.3954525121	0.9184854865
6.0000000000	9.0000000000	3.7955669042	1.4494012685	0.0187889199	-0.0006095435	0.0002356895	0.2384893589	0.9711448906
6.0000000000	13.0000000000	7.5258291126	3.8444994947	0.0507731230	-0.0016321626	-0.0004634678	0.2870387603	0.9579174658
6.0000000000	15.0000000000	9.6864163627	5.2730775042	0.0680424305	-0.0031152514	0.0004871331	0.2842300747	0.9587509179
7.0000000000	10.0000000000	3.5022143547	0.8483826675	0.0334494845	-0.0039081062	-0.0055206375	0.1472186656	0.9890808429
7.0000000000	15.0000000000	9.1652356549	2.8982473224	0.1139864296	-0.0059149999	-0.0026390755	0.1702807679	0.9853742985
7.0000000000	18.0000000000	13.2572750228	4.3631316205	0.1399277711	-0.0091078020	-0.0003923611	0.1652568510	0.9862084299
8.0000000000	11.0000000000	3.4288030711	0.5190574620	0.0368815631	-0.0017849384	-0.0059640646	0.0910705336	0.9958249856
8.0000000000	15.0000000000	8.2613569653	1.5358166012	0.1141891828	-0.0037746619	-0.0026741446	0.0994463904	0.9950321685
8.0000000000	18.0000000000	12.5203794552	2.4024589101	0.1461786024	-0.0067964947	-0.0001933093	0.0943808153	0.9955129492
9.0000000000	12.0000000000	3.2146216164	0.2699416938	0.0264244021	-0.0015903421	-0.0013897939	0.0473101578	0.9988780147
9.0000000000	15.0000000000	6.9918884348	0.6599299182	0.0551974320	-0.0023917958	0.0008168111	0.0473762948	0.9988739154
9.0000000000	18.0000000000	11.3181782974	1.0777360060	0.0592654340	-0.0052967494	0.0034596202	0.0423058336	0.9990846770
10.0000000000	12.0000000000	2.2233200802	0.1031231790	0.0120976627	-0.0006998645	0.0008098090	0.0233085459	0.9997277460
10.0000000000	15.0000000000	6.0150460943	0.3112373699	0.0246869596	-0.0014479495	0.0030349596	0.0233783441	0.9997210338
10.0000000000	18.0000000000	10.3563844543	0.5208179132	0.0101749517	-0.0042995738	0.0057513841	0.0183128578	0.9998065185
11.0000000000	13.0000000000	2.3479511491	0.0592993165	0.0143918884	-0.0004640707	0.0021109236	0.0113563425	0.9999331788
11.0000000000	17.0000000000	7.7789858219	0.1749063108	0.0091683140	-0.0021319134	0.0074061772	0.0050858938	0.9999573677
11.0000000000	19.0000000000	10.8324725692	0.2137913296	-0.0110840102	-0.0037796217	0.0067943630	0.0018632209	0.9999680392
12.0000000000	15.0000000000	3.7972795269	0.0311567426	0.0189038873	-0.0006960811	0.0022419406	0.0000708944	0.9999972421
12.0000000000	17.0000000000	6.6393705585	0.0354545754	0.0141118680	-0.0011575163	0.0062175098	-0.0032708913	0.9999746517
12.0000000000	19.0000000000	9.6931206368	0.0233043675	0.0012216116	-0.0028063983	0.0056224424	-0.0064960780	0.9999591558
13.0000000000	15.0000000000	2.5901631358	0.0049624863	0.0174129175	-0.0011478616	0.0013412796	-0.0029274276	0.9999941568
13.0000000000	18.0000000000	6.9365407022	-0.0140487376	0.0179410017	-0.0039182789	0.0041329306	-0.0079976224	0.9999518008
13.0000000000	19.0000000000	8.4858737984	-0.0382397779	0.0103968139	-0.0032420921	0.0047251108	-0.0094977095	0.9999384759
14.0000000000	17.0000000000	4.1598098455	0.0037964167	0.0250910172	-0.0026808094	0.0032784269	-0.0051367003	0.9999778395
14.0000000000	19.0000000000	7.2135170505	-0.0196828054	0.0301889344	-0.0043212886	0.0026814827	-0.0083657573	0.9999520740
14.0000000000	23.0000000000	13.7886491499	-0.1265414350	0.0779687214	-0.0008998448	0.0042402374	-0.0096141952	0.9999443874
