idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
18.0000000000	20.0000000000	3.1473360830	0.0115634690	0.0251615240	0.0005804263	0.0035218925	0.0008433169	0.9999932741
18.0000000000	22.0000000000	6.3492425229	0.0301156552	0.0380006797	0.0006497374	0.0045527277	0.0014524690	0.9999883704
18.0000000000	25.0000000000	10.6633145393	0.0723002617	0.0493873047	0.0006657050	0.0072468477	0.0030896598	0.9999687465
19.0000000000	21.0000000000	2.1212465498	0.0107072231	0.0189554817	0.0001289429	0.0030588678	0.0005501804	0.9999951620
19.0000000000	22.0000000000	4.2560194298	0.0197270845	0.0326650075	0.0000393755	0.0028165963	0.0010468704	0.9999954846
19.0000000000	25.0000000000	8.5700563965	0.0584487713	0.0589866843	0.0000535999	0.0055117366	0.0026824507	0.9999812110
20.0000000000	21.0000000000	1.0670445810	0.0060316426	0.0140408546	0.0001585979	0.0012733874	0.0001122762	0.9999991704
20.0000000000	22.0000000000	3.2017624668	0.0131796072	0.0353741351	0.0000680381	0.0010311404	0.0006087984	0.9999992807
20.0000000000	27.0000000000	10.7409039769	0.0872190677	0.1119728607	-0.0024791098	0.0002167634	0.0023847792	0.9999940599
21.0000000000	22.0000000000	2.1346587401	0.0066765934	0.0267677382	-0.0000912189	-0.0002421579	0.0004964452	0.9999998433
21.0000000000	24.0000000000	5.3748127941	0.0306686194	0.0674623254	-0.0001966257	0.0012075917	0.0016065559	0.9999979610
21.0000000000	29.0000000000	12.9198868759	0.1103591439	0.1627611433	-0.0030309731	0.0010575808	0.0021660595	0.9999925014
22.0000000000	23.0000000000	1.0701264821	0.0078114567	0.0117231111	-0.0003928942	-0.0001371349	0.0004507913	0.9999998118
22.0000000000	25.0000000000	4.3138938026	0.0296910636	0.0506219075	0.0000124393	0.0026952188	0.0016355218	0.9999950303
22.0000000000	29.0000000000	10.7853899150	0.0929439487	0.1307886269	-0.0029387047	0.0013010434	0.0016704486	0.9999934404
23.0000000000	25.0000000000	3.2437944219	0.0189254036	0.0380236675	0.0004067708	0.0028317032	0.0011857898	0.9999952049
23.0000000000	28.0000000000	7.5394242643	0.0597223761	0.0899819948	-0.0027447395	-0.0008825980	0.0015055910	0.9999947103
23.0000000000	31.0000000000	12.9420378534	0.0977705103	0.1550245458	-0.0014917469	0.0011990561	0.0009446597	0.9999977223
24.0000000000	26.0000000000	2.1592752785	0.0125561431	0.0290868149	-0.0001940610	0.0014134073	0.0006148586	0.9999987933
24.0000000000	29.0000000000	7.5450409080	0.0554028915	0.1135448312	-0.0028352592	-0.0001455613	0.0005560588	0.9999958154
24.0000000000	33.0000000000	13.9999663958	0.0854462243	0.2198212867	-0.0010718152	-0.0041816420	-0.0000763967	0.9999906796
25.0000000000	27.0000000000	3.2249873846	0.0246305204	0.0588997916	-0.0025680072	-0.0035037086	0.0001310295	0.9999905561
25.0000000000	30.0000000000	7.5459851410	0.0492522050	0.1332929365	-0.0019221457	-0.0006741401	0.0001850547	0.9999979083
25.0000000000	31.0000000000	9.6975915706	0.0559646765	0.1718739269	-0.0018997622	-0.0016304942	-0.0002458432	0.9999968360
26.0000000000	28.0000000000	3.2097751865	0.0251743064	0.0601696781	-0.0028456284	-0.0038784748	0.0002218048	0.9999884053
26.0000000000	30.0000000000	6.4603896704	0.0431502454	0.1183081771	-0.0016106758	-0.0008422711	0.0000956243	0.9999983436
26.0000000000	34.0000000000	12.9233712043	0.0591702373	0.2539128398	-0.0004311479	-0.0063542827	-0.0010093749	0.9999792090
