idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
24.0000000000	26.0000000000	7.4752834614	0.0263118259	0.0138157747	0.0005053181	-0.0005791508	0.0014096588	0.9999987110
24.0000000000	27.0000000000	10.6044773994	0.0540101414	0.0202115893	0.0006400279	-0.0009958468	0.0021720884	0.9999969403
24.0000000000	29.0000000000	18.7913953918	0.1301827087	0.0342938163	0.0036081819	0.0005463595	0.0045437318	0.9999830184
25.0000000000	27.0000000000	7.6658407417	0.0548872006	0.0107006950	-0.0000037782	-0.0004526185	0.0023728588	0.9999970823
25.0000000000	29.0000000000	15.8527320608	0.1343574417	0.0158095902	0.0029653597	0.0010917039	0.0047418956	0.9999837645
25.0000000000	30.0000000000	19.2454552170	0.1731090678	0.0231225819	0.0034677545	0.0006029464	0.0058655264	0.9999766031
26.0000000000	28.0000000000	7.9929156148	0.0470548214	0.0119396977	0.0009821117	0.0004684825	0.0025550907	0.9999961437
26.0000000000	29.0000000000	11.3163698916	0.0719841360	0.0072806548	0.0031062700	0.0011227080	0.0031317254	0.9999896414
26.0000000000	31.0000000000	18.1603785017	0.1403851364	0.0120041756	0.0037246408	0.0012914055	0.0044728127	0.9999822265
27.0000000000	28.0000000000	4.8636971231	0.0207578144	0.0051352503	0.0008489684	0.0008845771	0.0017920564	0.9999976427
27.0000000000	29.0000000000	8.1871815137	0.0406170243	-0.0022975798	0.0029738656	0.0015372575	0.0023677230	0.9999915934
27.0000000000	31.0000000000	15.0312900943	0.0985809486	-0.0032907396	0.0035929242	0.0017056609	0.0037085350	0.9999852141
28.0000000000	29.0000000000	3.3235408683	0.0079396142	-0.0015774666	0.0021255582	0.0006493650	0.0005770021	0.9999973637
28.0000000000	31.0000000000	10.1678016687	0.0413815220	0.0094584575	0.0027437365	0.0008178028	0.0019182269	0.9999940617
28.0000000000	32.0000000000	15.4576369411	0.0786252165	0.0187232854	0.0040102952	0.0009208465	0.0020753073	0.9999893813
29.0000000000	30.0000000000	3.3929150330	0.0066385003	0.0145869141	0.0004988631	-0.0004877930	0.0011256441	0.9999991231
29.0000000000	32.0000000000	12.1341340504	0.0567991243	0.0357872722	0.0018839328	0.0002735834	0.0014989530	0.9999970645
29.0000000000	33.0000000000	15.7297839777	0.0814787007	0.0420201035	0.0012875571	-0.0004143131	0.0005849722	0.9999989142
30.0000000000	31.0000000000	3.4513992474	0.0112027514	0.0018304931	0.0001193932	0.0006587002	0.0002152360	0.9999997528
30.0000000000	32.0000000000	8.7413302649	0.0304990834	0.0126351050	0.0013861088	0.0007600023	0.0003722551	0.9999986813
30.0000000000	33.0000000000	12.3370326302	0.0470885073	0.0153406301	0.0007885126	0.0000723226	-0.0005410928	0.9999995401
31.0000000000	32.0000000000	5.2899183688	0.0170243609	0.0177678072	0.0012666337	0.0001010486	0.0001578417	0.9999991803
31.0000000000	33.0000000000	8.8856197453	0.0320683595	0.0252055721	0.0006694911	-0.0005866119	-0.0007558180	0.9999993182
31.0000000000	35.0000000000	18.1079638658	0.0379917088	0.0595389278	-0.0014677484	-0.0001368384	-0.0036726848	0.9999921692
32.0000000000	33.0000000000	3.5957038116	0.0139265758	0.0081277583	-0.0005971588	-0.0006887231	-0.0009128485	0.9999991679
32.0000000000	34.0000000000	7.2333496669	0.0210646237	0.0225418986	-0.0013420831	-0.0006297104	-0.0023603125	0.9999961156
32.0000000000	36.0000000000	16.6051890637	-0.0162368798	0.0553203565	-0.0032171660	-0.0008514485	-0.0069756408	0.9999701322
33.0000000000	34.0000000000	3.6376447563	0.0137667060	0.0094169852	-0.0007459763	0.0000591947	-0.0014469171	0.9999986732
33.0000000000	35.0000000000	9.2223610768	0.0199018577	0.0234987852	-0.0021392847	0.0004462011	-0.0029159174	0.9999933609
