idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
0.0000000000	5.0000000000	11.2251370000	0.0322080000	0.1279060000	0.0054476176	0.0026738077	0.0025510551	0.9999783329
0.0000000000	9.0000000000	19.3137500000	0.1559710000	0.2071380000	0.0050987531	0.0008235409	0.0085456743	0.9999501467
1.0000000000	4.0000000000	7.5060397504	0.0346435610	0.0446229190	0.0047090276	0.0038712988	0.0030933899	0.9999766342
1.0000000000	11.0000000000	20.9196866926	0.2869203146	0.1152485517	0.0049504823	0.0036955497	0.0125288754	0.9999024267
2.0000000000	7.0000000000	10.9945400301	0.0910702091	0.1588099884	0.0024845450	-0.0020579963	0.0057038249	0.9999785288
2.0000000000	11.0000000000	18.0579972360	0.2473886379	0.2705405533	0.0013062105	-0.0010426218	0.0114298562	0.9999332803
3.0000000000	7.0000000000	9.1271404531	0.0731407016	0.0771416518	0.0013840196	0.0006939555	0.0048345277	0.9999871150
3.0000000000	12.0000000000	18.7485637321	0.2839676703	0.1628786496	0.0007777758	0.0047799588	0.0118951411	0.9999175229
4.0000000000	9.0000000000	9.9312409575	0.0985993796	0.1226240230	0.0002683766	-0.0005291524	0.0066024556	0.9999780275
4.0000000000	13.0000000000	18.3974816508	0.3069204312	0.2218392145	-0.0005627619	0.0005304577	0.0117388703	0.9999307980
5.0000000000	9.0000000000	8.0886031160	0.0835869193	0.1213604996	-0.0003694526	-0.0018166048	0.0060037066	0.9999802593
5.0000000000	13.0000000000	16.5548042695	0.2818988898	0.2421922460	-0.0012065607	-0.0007532047	0.0111384030	0.9999369544
6.0000000000	11.0000000000	9.7563706528	0.1228152773	0.1457093193	-0.0007194047	-0.0008674484	0.0079253127	0.9999679592
6.0000000000	14.0000000000	16.3193819678	0.2908273251	0.2278664852	-0.0017797492	-0.0005024257	0.0112687588	0.9999347954
7.0000000000	10.0000000000	5.3318351743	0.0494016590	0.0628099445	-0.0010347209	0.0009865436	0.0044075751	0.9999892646
7.0000000000	14.0000000000	13.6291315659	0.2153962258	0.1391728354	-0.0022137952	0.0014050185	0.0090714209	0.9999554162
8.0000000000	13.0000000000	10.2582459811	0.1291584560	0.0932595671	-0.0008037118	0.0020301287	0.0064973450	0.9999765083
8.0000000000	16.0000000000	15.6409116689	0.2599124580	0.1455732093	-0.0016364676	0.0037604884	0.0123483544	0.9999153458
9.0000000000	14.0000000000	10.0480285741	0.1269449305	0.1118566183	-0.0011137749	0.0007667263	0.0061799647	0.9999799896
9.0000000000	17.0000000000	15.2976293948	0.2655490608	0.1680886891	-0.0033643843	0.0026926077	0.0128713360	0.9999078755
10.0000000000	15.0000000000	9.8447336102	0.1200392040	0.1153648458	-0.0015321301	0.0000193745	0.0064562231	0.9999779845
10.0000000000	17.0000000000	13.5482237508	0.2153634469	0.1528963259	-0.0034318784	0.0023486414	0.0113537710	0.9999268963
11.0000000000	15.0000000000	8.1115134304	0.0871412913	0.0934510273	-0.0014054343	-0.0000282840	0.0051377368	0.9999858137
11.0000000000	18.0000000000	13.9074605103	0.2374512823	0.1457091497	-0.0050293159	0.0033993509	0.0121631965	0.9999075993
12.0000000000	16.0000000000	7.8101752630	0.0948320201	0.1407135966	-0.0022015221	-0.0006470762	0.0068126571	0.9999741608
12.0000000000	20.0000000000	14.6234750219	0.2863529979	0.2438722522	-0.0103779333	-0.0021553011	0.0069805661	0.9999194592
13.0000000000	17.0000000000	6.8304740001	0.0986840009	0.0926991816	-0.0025429134	0.0016329502	0.0077334827	0.9999655296
13.0000000000	22.0000000000	15.2277356827	0.2918649532	0.1658364892	-0.0194104291	0.0051115939	-0.0051539009	0.9997852490
14.0000000000	18.0000000000	7.3434199054	0.1243065686	0.0805407705	-0.0039679818	0.0030323774	0.0088203667	0.9999486292
14.0000000000	23.0000000000	14.7359049415	0.2401553185	0.1391147555	-0.0232968508	0.0062043430	-0.0131964302	0.9996222372
15.0000000000	18.0000000000	5.7971850690	0.0905974725	0.0522691347	-0.0036061304	0.0034363277	0.0070306823	0.9999628778
15.0000000000	25.0000000000	16.6509033579	-0.0011186301	0.1309063740	-0.0320322323	0.0058850727	-0.0465072871	0.9983868861
16.0000000000	22.0000000000	9.8457258026	0.1157730081	0.1258880869	-0.0185379975	0.0034985762	-0.0110328546	0.9997611608
16.0000000000	27.0000000000	16.6012680927	-0.4415617624	0.2172801983	-0.0362599750	-0.0010460785	-0.0970566474	0.9946175783
17.0000000000	23.0000000000	9.4860958174	0.0392004913	0.1117154457	-0.0209861793	0.0044580724	-0.0199167546	0.9995714225
17.0000000000	28.0000000000	16.1200309523	-0.8005602822	0.2122217348	-0.0337675795	-0.0013507541	-0.1364612602	0.9900688110
18.0000000000	24.0000000000	9.2898367932	-0.1064925713	0.1328442945	-0.0260992975	0.0012786955	-0.0372645899	0.9989637340
18.0000000000	30.0000000000	16.1156088823	-1.9207436919	0.2944427908	-0.0326360869	-0.0052927049	-0.2675416293	0.9629788937
19.0000000000	25.0000000000	8.8563571466	-0.2423691248	0.0830882707	-0.0243856943	0.0050132774	-0.0522025693	0.9983261475
19.0000000000	32.0000000000	15.7191691625	-3.4543353633	0.2661537908	-0.0348807004	-0.0049310218	-0.4150168562	0.9091314706
20.0000000000	26.0000000000	8.7463671745	-0.3485508245	0.0719217281	-0.0271089576	0.0056613156	-0.0684460005	0.9972703740
20.0000000000	33.0000000000	15.2582642717	-4.7525374167	0.3011861776	-0.0319460128	-0.0049269807	-0.5104443928	0.8593030310
21.0000000000	28.0000000000	8.8994533053	-0.7419668767	0.1392599707	-0.0204265013	-0.0021342532	-0.1292208652	0.9914031324
21.0000000000	35.0000000000	14.2800756791	-7.8635318155	0.4361559662	-0.0126921151	-0.0063522108	-0.6511325069	0.7588313502
22.0000000000	29.0000000000	8.9510686820	-1.1122053230	0.1689496087	-0.0206720481	-0.0024204219	-0.1864917248	0.9822360432
22.0000000000	34.0000000000	13.0686506026	-6.7039596113	0.3633354259	-0.0176664073	-0.0005872635	-0.6120113230	0.7906514363
23.0000000000	29.0000000000	7.8783960411	-1.0069951910	0.1559146262	-0.0164097831	-0.0026557294	-0.1796233979	0.9835949883
23.0000000000	34.0000000000	12.0737214068	-6.5418858778	0.3114013254	-0.0138380974	0.0011350121	-0.6064622616	0.7949910339
24.0000000000	31.0000000000	7.9093604202	-2.0115928105	0.1076309233	-0.0110677698	-0.0022433531	-0.3133114792	0.9495832712
24.0000000000	37.0000000000	10.7415053869	-9.3964116009	0.1480749301	0.0058099784	-0.0033313211	-0.6782308050	0.7348184276
25.0000000000	32.0000000000	7.1592689356	-2.4860156083	0.1142971258	-0.0103145070	-0.0011810079	-0.3671582618	0.9301005467
25.0000000000	37.0000000000	9.4754174205	-9.0694903111	0.1245230314	0.0087692671	-0.0031603352	-0.6661386324	0.7457696928
26.0000000000	34.0000000000	8.0393462078	-5.5862096864	0.0793362764	-0.0039336818	0.0076677163	-0.5655642859	0.8246591846
26.0000000000	38.0000000000	8.8129989017	-10.4650343970	0.0257944297	0.0140125028	-0.0028802502	-0.6708103788	0.7414909234
27.0000000000	34.0000000000	7.2914886044	-5.1196403213	-0.0001030649	-0.0056541141	0.0110510169	-0.5414320846	0.8406528438
27.0000000000	38.0000000000	8.3457207227	-9.9454417168	-0.0676831631	0.0121349025	0.0007945321	-0.6491155900	0.7605925741
28.0000000000	34.0000000000	6.6496985507	-4.5450740077	0.0074395988	-0.0062312157	0.0098340015	-0.5092882476	0.8605172545
28.0000000000	37.0000000000	7.6551542983	-7.5787102889	-0.0255624535	0.0097129910	0.0019214590	-0.6000172887	0.7999257585
29.0000000000	34.0000000000	5.8815662586	-3.6968201873	-0.0257347730	-0.0023798591	0.0106938648	-0.4536589061	0.8911080599
29.0000000000	39.0000000000	8.2971212133	-9.3662024429	-0.1507754617	0.0169474213	0.0005750913	-0.5776298147	0.8161226938
30.0000000000	35.0000000000	5.8918014225	-3.6764866135	-0.0153032039	0.0030475654	0.0073016228	-0.4328344262	0.9014387157
30.0000000000	42.0000000000	10.5001943784	-12.3017496766	-0.1848981728	0.0213611612	0.0044818351	-0.5288246840	0.8484503919
31.0000000000	37.0000000000	6.6703655489	-4.2486049477	-0.1175966509	0.0131721437	0.0078120172	-0.4138594641	0.9102119594
31.0000000000	43.0000000000	12.0604897333	-11.4855571073	-0.3498177266	0.0200572525	0.0031742358	-0.4537447812	0.8909002775
32.0000000000	37.0000000000	6.1880602916	-3.2253330102	-0.1093489603	0.0162221182	0.0080320578	-0.3458032412	0.9381324252
32.0000000000	43.0000000000	12.5815865890	-9.5926114699	-0.3571979927	0.0234576344	0.0040756919	-0.3869985486	0.9217728850
33.0000000000	39.0000000000	7.7071792653	-3.3744138519	-0.1327996720	0.0204334297	0.0040388264	-0.2750505344	0.9612041232
33.0000000000	47.0000000000	18.4257536951	-10.1577680607	-0.3970693161	0.0264202883	0.0060137004	-0.2702993210	0.9623949713
