idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
23.0000000000	25.0000000000	4.8299227869	0.0008998665	0.0587627011	0.0005619076	0.0011332625	-0.0031236716	0.9999943213
23.0000000000	26.0000000000	7.2360389308	-0.0060244058	0.0833604407	0.0006620434	0.0008147641	-0.0035897131	0.9999930059
23.0000000000	30.0000000000	16.8756951773	0.0073753408	0.2064536853	0.0010291936	0.0008578222	-0.0004185342	0.9999990149
24.0000000000	26.0000000000	4.8217998543	0.0047645985	0.0771273125	0.0003865257	-0.0017531279	-0.0020755327	0.9999962346
24.0000000000	28.0000000000	9.6400079460	0.0195872609	0.1621991550	0.0004377807	-0.0011607243	0.0005027610	0.9999991041
24.0000000000	31.0000000000	16.8686180795	0.0610061220	0.2863077658	0.0011391349	-0.0003095382	0.0015077781	0.9999981666
25.0000000000	27.0000000000	4.8109819767	0.0200175085	0.0630686872	0.0001248121	-0.0006660756	0.0008979512	0.9999993672
25.0000000000	31.0000000000	14.4531869434	0.1032841988	0.2046246914	0.0008570822	0.0011273769	0.0031160650	0.9999941423
25.0000000000	33.0000000000	18.0475191342	0.1531153595	0.2580183221	-0.0011607832	0.0000992309	0.0032114474	0.9999941647
26.0000000000	28.0000000000	4.8183748128	0.0348846555	0.0681604460	0.0000545433	0.0005935098	0.0025779711	0.9999964994
26.0000000000	31.0000000000	12.0471430876	0.1063989808	0.1668827407	0.0007558904	0.0014465360	0.0035814242	0.9999922548
26.0000000000	34.0000000000	18.0301072967	0.1950846735	0.2476481178	-0.0028228527	0.0008335870	0.0035071448	0.9999895182
27.0000000000	29.0000000000	3.6215004258	0.0230083040	0.0492892722	-0.0002912767	0.0009150415	0.0014031971	0.9999985544
27.0000000000	32.0000000000	10.8443303302	0.0780290830	0.1505032125	0.0004964879	0.0012551990	0.0025112378	0.9999959358
27.0000000000	34.0000000000	15.6257540703	0.1383465582	0.2052998529	-0.0028442424	0.0011849961	0.0021443886	0.9999929538
28.0000000000	30.0000000000	4.8208179634	0.0230450796	0.0762978463	0.0003080979	-0.0005478017	0.0005936928	0.9999996263
28.0000000000	32.0000000000	8.4307167087	0.0433855556	0.1313665290	0.0004631487	0.0003137038	0.0012974540	0.9999990018
28.0000000000	34.0000000000	13.2121605917	0.0920955159	0.1951575911	-0.0028773176	0.0002475482	0.0009274678	0.9999953998
29.0000000000	31.0000000000	6.0209555913	0.0260251181	0.0904438778	0.0010271197	0.0008763484	0.0008154064	0.9999987561
29.0000000000	33.0000000000	9.6154503613	0.0592952083	0.1456385308	-0.0009931298	-0.0001471672	0.0009101141	0.9999990819
29.0000000000	36.0000000000	16.7309786344	0.0947337550	0.2591285461	-0.0017838816	-0.0018373048	-0.0031792697	0.9999916671
30.0000000000	32.0000000000	3.6099804231	0.0160876623	0.0511013338	0.0001559480	0.0008616299	0.0007034107	0.9999993692
30.0000000000	34.0000000000	8.3915483118	0.0591589581	0.1096240768	-0.0031847577	0.0007973420	0.0003352769	0.9999945546
30.0000000000	38.0000000000	16.6392152308	0.0426929987	0.2376089609	-0.0021407887	0.0009019648	-0.0078773547	0.9999662748
31.0000000000	33.0000000000	3.5944407557	0.0275284169	0.0614324756	-0.0020211655	-0.0010217692	0.0000939886	0.9999974310
31.0000000000	35.0000000000	8.3526265562	0.0590908920	0.1343056289	-0.0046355934	0.0003376393	-0.0014128012	0.9999882006
31.0000000000	39.0000000000	16.5640964361	-0.0122975403	0.2883269509	-0.0025306931	-0.0026273324	-0.0120667276	0.9999205402
32.0000000000	34.0000000000	4.7815123491	0.0363630917	0.0667500001	-0.0033404314	-0.0000619917	-0.0003709984	0.9999943500
32.0000000000	37.0000000000	11.8558754468	0.0218022606	0.1833211271	-0.0026156806	-0.0008601203	-0.0069631489	0.9999719661
32.0000000000	216.0000000000	6.6967453790	15.5320561998	-0.2913767839	-0.0177011207	0.0201409564	0.9996404128	-0.0002393486
33.0000000000	36.0000000000	7.1156173983	0.0222613115	0.1114540895	-0.0007928982	-0.0016853555	-0.0040909346	0.9999898975
33.0000000000	38.0000000000	10.6363688189	-0.0073886166	0.1658603908	-0.0005127095	0.0005395310	-0.0083825663	0.9999645887
33.0000000000	216.0000000000	4.2975689723	15.5154840874	-0.2730521790	-0.0172216193	0.0183570924	0.9996830795	-0.0004164747
34.0000000000	37.0000000000	7.0743884917	-0.0100848136	0.1156103316	0.0007245590	-0.0007758370	-0.0065948339	0.9999776904
34.0000000000	216.0000000000	1.9037018040	15.4991668258	-0.2548291686	-0.0176473174	0.0167950268	0.9997030530	-0.0005523298
34.0000000000	217.0000000000	-2.5038538650	15.4790736902	-0.3580430164	-0.0194676462	0.0167056731	0.9996692277	0.0018347951
35.0000000000	37.0000000000	4.7047907566	-0.0110020443	0.0908649912	0.0017874617	-0.0017103912	-0.0052651693	0.9999830786
35.0000000000	215.0000000000	5.3755315937	15.5628134584	-0.1253829616	-0.0148218802	0.0159528880	0.9997438634	-0.0061664205
35.0000000000	216.0000000000	-0.5064478589	15.4851932072	-0.2566357044	-0.0186124223	0.0157166783	0.9997015311	-0.0018472966
36.0000000000	38.0000000000	3.5210394311	-0.0009176572	0.0425121775	0.0002638297	0.0022293688	-0.0042904007	0.9999882763
36.0000000000	215.0000000000	2.9362351308	15.5787971647	-0.2550774965	-0.0118141150	0.0177260982	0.9997340301	-0.0088363587
36.0000000000	216.0000000000	-2.9459512491	15.4702340814	-0.3502392956	-0.0156120432	0.0174931016	0.9997148566	-0.0045233893
37.0000000000	39.0000000000	3.5071704736	-0.0014835691	0.0562162113	0.0003220544	-0.0012101694	-0.0054003237	0.9999846340
37.0000000000	354.0000000000	-28.3136514367	-0.4196931321	-0.3900035902	0.0031232405	0.0019382364	0.0074598347	0.9999654191
37.0000000000	355.0000000000	-24.4864450140	-0.3395542132	-0.3417671445	0.0021118083	0.0007971443	0.0089165476	0.9999576991
38.0000000000	215.0000000000	-0.7171157164	15.5739638795	-0.3087174776	-0.0141164708	0.0179586619	0.9996533834	-0.0130891089
38.0000000000	354.0000000000	-29.4844969452	-0.5181177443	-0.4667855314	0.0027946757	0.0010384623	0.0090795176	0.9999543358
38.0000000000	355.0000000000	-25.6576616930	-0.4255632647	-0.4116609232	0.0017837727	-0.0001037920	0.0105356612	0.9999429020
39.0000000000	213.0000000000	5.2635305007	15.9272676952	-0.2001888218	-0.0056687508	0.0181660596	0.9995399184	-0.0236180226
39.0000000000	214.0000000000	1.0994067797	15.7266343115	-0.2559497977	-0.0130897029	0.0181446114	0.9995554132	-0.0197080890
39.0000000000	215.0000000000	-3.1702061488	15.5470835982	-0.3327188198	-0.0120662738	0.0178876248	0.9996242080	-0.0169080041
88.0000000000	91.0000000000	6.4085668350	0.0398076245	0.1291850169	0.0008175506	0.0004943152	0.0030756278	0.9999948139
88.0000000000	92.0000000000	9.4239149304	0.0864755396	0.1811169328	0.0003802973	0.0013978122	0.0063705945	0.9999786583
88.0000000000	94.0000000000	13.1567518747	0.1796926268	0.2452143215	0.0000912514	0.0015174276	0.0123353717	0.9999227609
91.0000000000	92.0000000000	3.0155227319	0.0282056298	0.0548518062	-0.0004360874	0.0009075390	0.0032940437	0.9999940677
91.0000000000	94.0000000000	6.7487941031	0.0985663925	0.1225060049	-0.0007276669	0.0010329471	0.0092587213	0.9999563388
91.0000000000	95.0000000000	8.4786538716	0.1500262148	0.1543141240	-0.0011657880	0.0007220542	0.0124140032	0.9999220030
92.0000000000	95.0000000000	5.4636274271	0.0857380613	0.1094674902	-0.0007386141	-0.0001869920	0.0091193980	0.9999581272
92.0000000000	100.0000000000	13.8268194444	0.3149543568	0.2785781547	-0.0025491988	-0.0021488733	0.0088404891	0.9999553638
92.0000000000	101.0000000000	15.2568334906	0.3412216300	0.3077672921	-0.0024794588	-0.0021511161	0.0068947227	0.9999708435
94.0000000000	95.0000000000	1.7304470586	0.0193716224	0.0354337848	-0.0004442648	-0.0003090834	0.0031547805	0.9999948772
94.0000000000	100.0000000000	10.0957365634	0.1487048886	0.2067230050	-0.0022664852	-0.0022600461	0.0028750888	0.9999907445
94.0000000000	101.0000000000	11.5259549977	0.1578940111	0.2362769619	-0.0021965148	-0.0022621293	0.0009292726	0.9999945973
95.0000000000	100.0000000000	8.3660409908	0.0764007755	0.1662100392	-0.0018284536	-0.0019450809	-0.0002799799	0.9999963975
95.0000000000	101.0000000000	9.7963065283	0.0765400329	0.1948841484	-0.0017590903	-0.0019465191	-0.0022258199	0.9999940812
95.0000000000	104.0000000000	14.0042895337	0.0305948753	0.2822931781	-0.0004378646	-0.0013212032	-0.0108971935	0.9999396551
100.0000000000	102.0000000000	2.8430974009	-0.0038424964	0.0463528717	0.0000718209	0.0000731062	-0.0043565480	0.9999905049
100.0000000000	106.0000000000	8.4054062202	-0.1119216366	0.1291336561	0.0009508238	0.0004821336	-0.0162724011	0.9998670274
100.0000000000	113.0000000000	19.4817584125	-0.5445919030	0.2930050678	0.0019856720	0.0020036204	-0.0231679390	0.9997276075
101.0000000000	103.0000000000	2.8164576074	-0.0112822227	0.0477424550	0.0010351972	0.0006865375	-0.0056886577	0.9999830480
101.0000000000	108.0000000000	9.8030848598	-0.1722226964	0.1406447091	0.0006734220	-0.0009803757	-0.0187573453	0.9998233581
101.0000000000	113.0000000000	18.0533696426	-0.4751430390	0.2700408936	0.0019162652	0.0020038262	-0.0212225824	0.9997709311
102.0000000000	107.0000000000	6.9706290439	-0.0942133144	0.1003638620	0.0008374274	0.0007353635	-0.0143139551	0.9998969290
102.0000000000	111.0000000000	12.7780776918	-0.2639564451	0.1840081590	0.0009095124	-0.0034691510	-0.0174352170	0.9998415629
102.0000000000	115.0000000000	20.6909848329	-0.5707306432	0.2962519080	0.0005037435	-0.0026959642	-0.0269970302	0.9996317514
103.0000000000	107.0000000000	5.5672368445	-0.0522267489	0.0826983099	-0.0001838605	0.0001052817	-0.0110364258	0.9999390744
103.0000000000	111.0000000000	11.3755663704	-0.1837147435	0.1738326875	-0.0000960085	-0.0041021444	-0.0141534851	0.9998914151
103.0000000000	115.0000000000	19.2901707376	-0.4383664233	0.2964375334	-0.0004981823	-0.0033399929	-0.0237169779	0.9997130094
104.0000000000	107.0000000000	4.1754177537	-0.0269572737	0.0572627516	-0.0004546162	0.0001464401	-0.0080524737	0.9999674642
104.0000000000	112.0000000000	12.2902802573	-0.1735304365	0.1987060564	0.0024088057	-0.0037088706	-0.0119839190	0.9999184105
104.0000000000	115.0000000000	17.9004250523	-0.3310749095	0.2699595335	-0.0007591625	-0.0033031875	-0.0207326943	0.9997793097
105.0000000000	108.0000000000	4.2231285452	-0.0247289197	0.0546153801	-0.0001779770	-0.0012260525	-0.0073279672	0.9999723826
105.0000000000	113.0000000000	12.4781213070	-0.1387682271	0.1882860373	0.0010313064	0.0017700306	-0.0097959376	0.9999499202
105.0000000000	117.0000000000	20.7112564167	-0.4170111825	0.3017174686	0.0011710108	-0.0019925443	-0.0249048820	0.9996871537
106.0000000000	109.0000000000	4.2680385193	-0.0138033977	0.0549747297	0.0003159701	-0.0024809477	-0.0051607315	0.9999835558
106.0000000000	113.0000000000	11.0843917323	-0.0716945613	0.1750372110	0.0010134089	0.0015316320	-0.0068978423	0.9999745231
106.0000000000	116.0000000000	17.6569440823	-0.2425083177	0.2664747786	0.0028574100	-0.0002315393	-0.0196445439	0.9998029173
107.0000000000	111.0000000000	5.8097965961	-0.0032907358	0.0923344263	0.0001345986	-0.0042056232	-0.0031181558	0.9999862858
107.0000000000	115.0000000000	13.7280663628	-0.0832379783	0.2165468952	-0.0002749845	-0.0034461775	-0.0126829376	0.9999135919
107.0000000000	118.0000000000	19.5952294717	-0.2801693871	0.3122768015	0.0006315363	-0.0015922381	-0.0222576797	0.9997507998
108.0000000000	112.0000000000	6.6956248363	0.0088372000	0.0994502640	0.0030350044	-0.0020350068	-0.0019068075	0.9999915058
108.0000000000	116.0000000000	14.8301263561	-0.1056917563	0.1854956142	0.0030173140	0.0012524337	-0.0152193792	0.9998788415
