idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
0.0000000000	5.0000000000	4.7839990000	-4.1371330000	-0.1992940000	0.0109522223	0.0300083251	-0.5136103288	0.8574287022
0.0000000000	10.0000000000	6.8929830000	-10.6079820000	-0.5460950000	0.0132638638	0.0275735390	-0.6085502594	0.7929251867
1.0000000000	6.0000000000	5.0074092511	-4.0994539034	-0.2252878790	0.0099755015	0.0255859193	-0.4715455870	0.8814139831
1.0000000000	12.0000000000	9.1981016258	-12.8564289039	-0.7073640250	0.0157282530	0.0324054298	-0.5602438590	0.8275441551
2.0000000000	7.0000000000	5.3835874100	-3.5021787180	-0.1114253916	0.0084923443	0.0095134080	-0.3865474322	0.9221813584
2.0000000000	13.0000000000	12.2321718075	-12.1767121037	-0.4225979719	0.0136598723	0.0222535677	-0.4718022021	0.8813176889
3.0000000000	6.0000000000	3.9198390276	-1.5326936167	-0.0129706552	0.0051366500	0.0048623662	-0.2472011181	0.9689383775
3.0000000000	12.0000000000	11.7088462351	-7.3466304195	-0.1048961033	0.0114008247	0.0131460636	-0.3461233093	0.9380276419
4.0000000000	8.0000000000	5.7797376748	-1.9767909425	0.0108793528	0.0058316794	-0.0017067378	-0.2144853517	0.9767083047
4.0000000000	13.0000000000	13.8296062231	-6.4158550159	-0.0257425457	0.0068543027	0.0118792288	-0.2821138283	0.9592829042
5.0000000000	10.0000000000	6.7093195986	-1.1922454415	0.0597028815	0.0067881917	-0.0000046023	-0.1144380353	0.9934071957
5.0000000000	16.0000000000	18.1666029829	-5.3046520466	0.0408738674	0.0030178658	0.0083817511	-0.2563295911	0.9665483844
6.0000000000	11.0000000000	8.0459543710	-1.0502389659	0.0419527125	0.0046360688	0.0051625546	-0.0914908271	0.9957817449
6.0000000000	16.0000000000	17.4926017506	-3.8592263199	-0.0110752341	0.0003153007	0.0097239275	-0.2185331054	0.9757810347
7.0000000000	12.0000000000	8.5878455014	-0.7873509908	-0.0132934811	0.0013393952	0.0118775587	-0.0742094640	0.9971710410
7.0000000000	20.0000000000	23.1017665636	-6.7515852896	-0.0316647887	0.0104878146	-0.0169300194	-0.3200520387	0.9471906211
8.0000000000	14.0000000000	10.7915764430	-0.9252882195	-0.0504230625	-0.0027779595	0.0121496527	-0.0886064579	0.9959887371
8.0000000000	21.0000000000	23.4956523700	-7.1126264866	0.1394488292	0.0038846331	-0.0381516287	-0.3343922135	0.9416534450
9.0000000000	14.0000000000	9.4416422847	-0.7024961114	-0.0084751691	-0.0018456906	0.0100023858	-0.0775750870	0.9969346275
9.0000000000	22.0000000000	23.5388596157	-7.6819600684	0.3684031559	0.0083373826	-0.0413277891	-0.3478933642	0.9365856656
10.0000000000	15.0000000000	9.6390623166	-0.7826587265	0.0123856854	-0.0042078050	0.0075780260	-0.0940378341	0.9955308904
10.0000000000	23.0000000000	23.4700635733	-8.3123673006	0.5811927686	0.0169255567	-0.0396036726	-0.3579804921	0.9327352475
11.0000000000	14.0000000000	5.6829045799	-0.2850891463	0.0358568903	-0.0012247386	0.0045735076	-0.0512128924	0.9986765356
11.0000000000	20.0000000000	16.7490389032	-4.1462739870	0.2397216841	0.0126487484	-0.0241590128	-0.2604420933	0.9651042779
12.0000000000	17.0000000000	9.8335780508	-1.2789781522	0.1414553434	-0.0039390548	-0.0025851345	-0.1488350527	0.9888508118
12.0000000000	22.0000000000	18.6616240173	-6.0323714355	0.6967312391	0.0138573150	-0.0495517148	-0.3115076101	0.9488496252
13.0000000000	18.0000000000	9.8564255854	-1.7448983206	0.2058518721	0.0042905003	-0.0116321831	-0.1750382368	0.9844835700
13.0000000000	23.0000000000	17.7808563834	-6.3100356854	0.8589097151	0.0226608907	-0.0466250275	-0.3123961759	0.9485363568
14.0000000000	20.0000000000	11.4007875224	-2.7096833041	0.2986954859	0.0162424046	-0.0275742119	-0.2106433863	0.9770390017
14.0000000000	23.0000000000	16.3630951602	-5.6613785503	0.7946129219	0.0237603584	-0.0451521981	-0.2945509088	0.9542727527
15.0000000000	20.0000000000	9.8716119017	-2.1321393692	0.2578588381	0.0193087670	-0.0262271159	-0.1841670570	0.9823552336
15.0000000000	24.0000000000	16.3418964017	-5.6888691867	0.8846006579	0.0303251628	-0.0443082825	-0.2823709714	0.9578015427
16.0000000000	21.0000000000	9.8476319066	-2.0253431026	0.3861933755	0.0196592271	-0.0454607034	-0.1741666291	0.9834697883
16.0000000000	24.0000000000	14.3052914174	-4.1228299756	0.8329412305	0.0323071896	-0.0423569181	-0.2337522218	0.9708357409
17.0000000000	21.0000000000	8.2743893349	-1.4087056235	0.3290149960	0.0212047947	-0.0425082219	-0.1419457396	0.9887339454
17.0000000000	26.0000000000	16.4718008888	-4.9279502194	1.0638711889	0.0329993554	-0.0409142001	-0.2289933221	0.9720077825
18.0000000000	22.0000000000	7.4309733194	-1.0731052083	0.3565672551	0.0166518074	-0.0372568168	-0.1204144797	0.9918845699
18.0000000000	26.0000000000	14.3203358898	-3.4082566473	0.8998609384	0.0252357384	-0.0350976886	-0.1829653768	0.9821685093
19.0000000000	23.0000000000	7.3971392178	-1.0165403531	0.4169008997	0.0150731960	-0.0285709020	-0.1130807785	0.9930605419
19.0000000000	27.0000000000	14.3713192026	-3.0800746492	0.9307362219	0.0170293979	-0.0343504514	-0.1567583974	0.9868925225
20.0000000000	25.0000000000	8.8971505833	-1.2905407205	0.4367118644	0.0093440316	-0.0203680797	-0.1124743776	0.9934019050
20.0000000000	28.0000000000	14.5166799483	-2.7410039026	0.7141408688	0.0113699269	-0.0231216211	-0.1254398589	0.9917665840
21.0000000000	26.0000000000	8.8889807309	-1.0484051534	0.0982286952	0.0080898462	0.0006934188	-0.0889762783	0.9960006503
21.0000000000	29.0000000000	14.0049836073	-1.9127267259	0.1339605529	0.0067978769	-0.0012692869	-0.0775959423	0.9969609057
22.0000000000	26.0000000000	7.2691345134	-0.6061725265	0.0608551907	0.0060856288	0.0017716426	-0.0635690048	0.9979573177
22.0000000000	30.0000000000	14.2710359398	-1.3822522042	0.1006848943	0.0016867457	0.0001672363	-0.0453962701	0.9989676199
23.0000000000	26.0000000000	5.6207585076	-0.2866498908	0.1140408499	0.0016708720	-0.0036422350	-0.0419350835	0.9991123015
23.0000000000	29.0000000000	10.7948461848	-0.6649299027	0.2007405937	0.0004193207	-0.0055904495	-0.0305145539	0.9995186006
24.0000000000	27.0000000000	5.6668984679	-0.2281811539	0.0964106877	-0.0012480157	-0.0058656457	-0.0296898778	0.9995411686
24.0000000000	30.0000000000	11.0459334595	-0.4010046671	0.1833136617	-0.0054868936	-0.0047783013	-0.0094026081	0.9999293239
25.0000000000	29.0000000000	7.6008665090	-0.1654681521	0.0760753261	0.0004198460	-0.0025448780	-0.0046363241	0.9999859258
25.0000000000	32.0000000000	13.3727388927	-0.1151906803	0.1313865581	-0.0072430606	-0.0005181375	0.0020848521	0.9999714611
26.0000000000	31.0000000000	8.9759803278	0.2035544601	0.0833091148	-0.0080940338	-0.0008153512	0.0192278789	0.9997820315
26.0000000000	33.0000000000	14.0192473480	0.4183194161	0.1236615573	-0.0090011911	0.0010195647	0.0178639078	0.9997993898
27.0000000000	31.0000000000	7.3125741145	0.2390495336	0.0277695626	-0.0079167167	0.0018863915	0.0213520660	0.9997388941
27.0000000000	34.0000000000	14.4155872550	0.5690493958	0.0463151109	-0.0099627067	0.0044083229	0.0199135124	0.9997423484
28.0000000000	32.0000000000	7.5614127857	0.2363545565	0.0323417869	-0.0093034739	0.0020533584	0.0151840574	0.9998393238
