idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
7.0000000000	8.0000000000	1.1384606271	0.0281436567	0.0039707591	-0.0007434584	-0.0025320941	0.0089293555	0.9999566503
7.0000000000	10.0000000000	4.8504956529	0.2355435958	0.0637788247	-0.0027296762	-0.0164727464	0.0306182192	0.9993916760
7.0000000000	12.0000000000	8.2738237614	0.5445189717	0.2307113686	-0.0103755419	-0.0351406722	0.0422133676	0.9984365342
8.0000000000	10.0000000000	3.7154028853	0.1409984429	0.0412603990	-0.0020561174	-0.0139398667	0.0216876366	0.9996654935
8.0000000000	11.0000000000	5.0532472257	0.2252370713	0.0798593966	-0.0049148426	-0.0226697261	0.0260149947	0.9993923894
8.0000000000	12.0000000000	7.1445038881	0.3885466212	0.1912559453	-0.0098396981	-0.0325497531	0.0332962939	0.9988668834
9.0000000000	10.0000000000	1.9058586665	0.0459586445	0.0160354187	-0.0017545945	-0.0100087451	0.0091250729	0.9999067354
9.0000000000	11.0000000000	3.2456582883	0.0965176755	0.0442063546	-0.0047059515	-0.0187046830	0.0134632563	0.9997233265
9.0000000000	14.0000000000	9.0828521013	0.4742767511	0.3800942547	-0.0146148962	-0.0325388606	0.0349837890	0.9987511011
10.0000000000	11.0000000000	1.3407953858	0.0260441354	0.0014729179	-0.0029873325	-0.0086776430	0.0043537329	0.9999484084
10.0000000000	12.0000000000	3.4394568856	0.0981159393	0.0549263187	-0.0080243948	-0.0184698590	0.0116923266	0.9997288447
10.0000000000	15.0000000000	8.7432513018	0.4047718735	0.2961331239	-0.0123455408	-0.0200714027	0.0332931951	0.9991677985
11.0000000000	12.0000000000	2.0998230503	0.0535803675	0.0173935364	-0.0050164101	-0.0097936127	0.0073536286	0.9999124186
11.0000000000	13.0000000000	3.5588779016	0.1134609452	0.0493842674	-0.0088519823	-0.0140658447	0.0125538671	0.9997830739
11.0000000000	16.0000000000	9.0426219668	0.4411772801	0.2044818643	-0.0100717275	-0.0061895809	0.0385759280	0.9991857421
12.0000000000	13.0000000000	1.4601282555	0.0382316429	0.0038913096	-0.0038163753	-0.0042710061	0.0052168684	0.9999699886
12.0000000000	15.0000000000	5.3148486399	0.1801357883	0.0489358354	-0.0039442383	-0.0017342841	0.0216685320	0.9997559252
12.0000000000	18.0000000000	10.2630128445	0.6041904389	0.0299183436	-0.0058730931	0.0067400100	0.0499406790	0.9987121746
13.0000000000	14.0000000000	2.2978622665	0.0463517631	0.0072936562	-0.0007126939	0.0001772169	0.0091081324	0.9999582504
13.0000000000	15.0000000000	3.8562389633	0.1014533064	0.0130404995	-0.0000451796	0.0024736149	0.0164625204	0.9998614227
13.0000000000	18.0000000000	8.8082308398	0.4741525495	-0.0452189030	-0.0018130059	0.0108453661	0.0447798512	0.9989363623
14.0000000000	15.0000000000	1.5591193513	0.0266978811	0.0063573966	0.0006870293	0.0022849965	0.0073567192	0.9999700923
