idx1	idx2	t_1	t_2	t_3	q_1	q_2	q_3	q_4
0.0000000000	6.0000000000	5.1658180000	3.5434210000	0.0736570000	-0.0064788075	0.0004286673	0.5176649563	0.8555587848
0.0000000000	15.0000000000	4.9895000000	14.5707470000	0.0135010000	-0.0090072752	0.0010564777	0.7394856974	0.6731111767
1.0000000000	7.0000000000	4.9707430111	4.3218995732	0.0354075155	-0.0055868600	0.0081219898	0.5697645956	0.8217488216
1.0000000000	16.0000000000	5.4885939361	15.3126612349	-0.0508708793	-0.0087106736	0.0038549708	0.7002715362	0.7138130280
2.0000000000	10.0000000000	5.4669958991	6.8805559476	0.0440036100	0.0026208744	0.0001058312	0.6235156332	0.7818064818
2.0000000000	18.0000000000	7.2631121647	17.0932007891	0.0885125405	-0.0043253777	0.0018735406	0.6377275934	0.7702475560
3.0000000000	15.0000000000	7.5480382920	11.4077578717	0.1966654344	0.0037488111	-0.0010660100	0.5708899224	0.8210173607
3.0000000000	18.0000000000	9.0553166031	15.4842741374	0.2350841855	-0.0001142317	-0.0003391716	0.5667225843	0.8239086020
4.0000000000	15.0000000000	8.7488989421	9.3308127611	0.1746072065	0.0036920929	-0.0015374455	0.4714809385	0.8818671835
4.0000000000	19.0000000000	12.0307268552	14.2286570202	0.2198189918	0.0002580766	0.0004843023	0.4656831088	0.8849513778
5.0000000000	14.0000000000	8.4772602848	6.7306229766	0.0596109038	0.0017282656	0.0028319230	0.3970897374	0.9177737922
5.0000000000	18.0000000000	12.3545417496	10.8597601950	0.0693395165	-0.0037100646	0.0027767086	0.3907904856	0.9204679906
6.0000000000	15.0000000000	9.6864163627	5.2730775042	0.0680424305	-0.0031152514	0.0004871331	0.2842300747	0.9587509179
6.0000000000	18.0000000000	13.3270379269	7.6473621419	0.0684224646	-0.0065680539	0.0023578877	0.2793553122	0.9601624397
7.0000000000	15.0000000000	9.1652356549	2.8982473224	0.1139864296	-0.0059149999	-0.0026390755	0.1702807679	0.9853742985
7.0000000000	19.0000000000	14.7219542445	4.8688837083	0.1416222045	-0.0085386905	0.0003011331	0.1637769719	0.9864603913
8.0000000000	16.0000000000	9.6239638619	1.8154159646	0.1221391450	-0.0044427226	-0.0015599113	0.0978455330	0.9951904745
8.0000000000	19.0000000000	14.0421833573	2.6943054576	0.1499503206	-0.0061786165	0.0004612450	0.0928883976	0.9956572490
9.0000000000	17.0000000000	9.8208540214	0.9328243634	0.0578551356	-0.0030361194	0.0047608065	0.0440302378	0.9990142416
9.0000000000	20.0000000000	14.4590198275	1.3410104982	0.0511788383	-0.0026935954	0.0057995850	0.0395547484	0.9991969432
10.0000000000	17.0000000000	8.8538370406	0.4479732693	0.0151947001	-0.0020046147	0.0069963338	0.0200345391	0.9997727992
10.0000000000	21.0000000000	15.1183900022	0.6881926079	-0.0108229805	-0.0014880807	0.0028312552	0.0150314680	0.9998819053
11.0000000000	17.0000000000	7.7789858219	0.1749063108	0.0091683140	-0.0021319134	0.0074061772	0.0050858938	0.9999573677
11.0000000000	22.0000000000	15.6993645123	0.2290227298	-0.0148324002	-0.0005544886	0.0014591358	0.0003282421	0.9999987279
12.0000000000	18.0000000000	8.1436866459	0.0382003809	0.0115805936	-0.0034794470	0.0050275641	-0.0049956193	0.9999688299
12.0000000000	24.0000000000	18.7975745843	-0.0760396633	0.0068004519	-0.0011640690	0.0087968234	-0.0073994378	0.9999332524
